the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.89871958462575 40.72422773716455),4,Queens,405,30,37,12,6,QN04933,SW,GRAND AV,HAMILTON PL,-73.898.721,40.724.236,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73644164087871 40.66568874348496),4,Queens,413,31,29,10,5,QN04934,NW,SUNRISE HWY,FRANCIS LEWIS BLVD,-73.736.443,40.665.697,Rosedale,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78758862379469 40.67280174362094),4,Queens,412,28,32,10,5,QN04935,SE,ROCKAWAY BLVD,150 ST,-7.378.759,4.067.281,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91744657651853 40.77007372933115),4,Queens,401,22,36,59,14,QN04936,SE,HOYT AV,31 ST,-73.917.448,40.770.082,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84679659888876 40.77463772548283),4,Queens,407,19,27,11,14,QN04938,NW,COLLEGE PT BLVD,26 AV,-73.846.798,40.774.646,College Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77339262722238 40.68581674061455),4,Queens,412,27,32,10,5,QN04940,NW,MERRICK BLVD,119 AV,-73.773.394,40.685.825,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80321261223176 40.781584723100465),4,Queens,407,19,27,11,3,QN04941,NE,FRANCIS LEWIS BLVD,160 ST,-73.803.214,40.781.593,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87101159564043 40.70279774081381),4,Queens,405,30,38,15,7,QN04942,NW,MYRTLE AV,79 ST,-73.871.013,40.702.806,Glendale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83503360789207 40.682935743731264),4,Queens,410,32,24,15,5,QN04462,SE,LIBERTY AV,106 ST,-73.835.035,40.682.944,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82049961189828 40.68757074202865),4,Queens,410,28,24,15,5,QN04463,SE,LIBERTY AV,123 ST,-73.820.501,40.687.579,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92961457239697 40.770797729687565),4,Queens,401,22,36,59,14,QN04465,NE,30 AV,14 ST,-73.929.616,40.770.806,Old Astoria-Hallets Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.9275315733615 40.77004572999667),4,Queens,401,22,36,59,14,QN04466,NE,21 ST,30 AV,-73.927.533,40.770.054,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92289257469335 40.77560772837317),4,Queens,401,22,36,59,14,QN04467,NW,21 ST,HOYT AV NORTH,-73.922.894,40.775.616,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83081960882569 40.68476574315188),4,Queens,410,28,24,15,5,QN04468,SE,LIBERTY AV,111 ST,-73.830.821,40.684.774,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85823059779932 40.73549073442498),4,Queens,406,29,35,13,6,QN04469,SE,HORACE HARDING EXPWY,99 ST,-73.858.232,40.735.499,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.79277661871795 40.7387897309731),4,Queens,408,24,25,16,6,QN04470,SE,UTOPIA PKWY,HORACE HARDING EXPWY,-73.792.778,40.738.798,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83514460388238 40.74570573098771),4,Queens,407,20,25,16,6,QN04472,NE,COLLEGE PT BLVD,58 RD,-73.835.146,40.745.714,Queensboro Hill,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.80803660992625 40.78716872177584),4,Queens,407,19,27,11,3,QN04473,NW,154 ST,CROSS ISLAND PKWY,-73.808.038,40.787.177,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90916858011384 40.76106873063004),4,Queens,401,22,30,12,7,QN04474,SE,30 AV,47 ST,-7.390.917,40.761.077,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76857562922943 40.692587739340624),4,Queens,412,27,29,14,5,QN04476,NW,LINDEN BLVD,179 ST,-73.768.577,40.692.596,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74960864012647 40.60266175652724),4,Queens,414,31,23,10,5,QN04477,NE,CORNAGA AV,MOTT AV,-7.374.961,4.060.267,Far Rockaway-Bayswater,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.74081163729475 40.703544735763366),4,Queens,413,27,33,14,5,QN04478,NW,MURDOCK AV,SPRINGFIELD BLVD,-73.740.813,40.703.553,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82055461184297 40.6877127418272),4,Queens,410,28,24,15,5,QN04479,NW,LIBERTY AV,124 ST,-73.820.556,40.687.721,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80524361440622 40.73188573264596),4,Queens,408,24,27,16,6,QN04480,NW,164 ST,JEWEL AV,-73.805.245,40.731.894,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80506161438866 40.73463373266151),4,Queens,408,24,27,16,6,QN04481,SW,164 ST,67 AV,-73.805.063,40.734.642,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85020760334599 40.68760074271021),4,Queens,409,32,38,15,5,QN04482,SE,ATLANTIC AV,92 ST,-73.850.209,40.687.609,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81872261106909 40.72047073539452),4,Queens,408,24,27,14,6,QN04484,SW,MAIN ST,77 RD,-73.818.724,40.720.479,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81455461164532 40.73849373202754),4,Queens,408,24,27,16,6,QN04485,SE,HORACE HARDING EXPWY,KISSENA BLVD,-73.814.556,40.738.502,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91777457846015 40.72853873766255),4,Queens,402,30,37,12,7,QN04486,NE,55 AV,50 ST,-73.917.776,40.728.547,Calvary & Mount Zion Cemeteries,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91776657825983 40.738812735350336),4,Queens,402,26,37,12,7,QN04487,SW,48 ST,48 AV,-73.917.768,40.738.821,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90766557980427 40.77407372800095),4,Queens,401,22,34,12,14,QN04488,NE,DITMARS BLVD,37 ST,-73.907.667,40.774.082,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86508159564409 40.734928734564484),4,Queens,404,25,35,13,6,QN04489,SW,JUNCTION BLVD,59 AV & 60 AV,-73.865.083,40.734.937,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8710155932963 40.732756735283836),4,Queens,404,25,30,12,6,QN04490,SW,WOODHAVEN BLVD,HOFFMAN DR,-73.871.017,40.732.765,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82968160466979 40.77186772616012),4,Queens,407,20,40,16,6,QN04491,SW,139 ST,28 RD,-73.829.683,40.771.876,Murray Hill-Broadway Flushing,AE,,3
POINT (-73.78144963022902 40.59536575867582),4,Queens,414,31,31,10,5,QN04492,NE,BEACH CHANNEL DR,BEACH 51 ST,-73.781.451,40.595.374,Rockaway Beach-Arverne-Edgemere,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.77493262584485 40.71465873490047),4,Queens,412,27,29,11,5,QN04493,SE,HILLSIDE AV,187 ST,-73.774.934,40.714.667,Hollis,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77895462580967 40.69155073975905),4,Queens,412,27,29,14,5,QN04495,SE,MERRICK BLVD,LINDEN BLVD,-73.778.956,40.691.559,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.75295763408647 40.6943177386391),4,Queens,412,27,33,14,5,QN04496,NE,LINDEN BLVD,199 ST,-73.752.959,40.694.326,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78707462206972 40.70794173715804),4,Queens,412,27,29,11,5,QN04497,NW,JAMAICA AV,173 ST,-73.787.076,4.070.795,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8346446061491 40.706877739069185),4,Queens,409,29,28,14,5,QN04498,SE,METROPOLITAN AV,118 ST,-73.834.646,40.706.886,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90054358479269 40.712383740046036),4,Queens,405,30,37,12,7,QN04499,SW,FRESH POND RD,METROPOLITAN AV,-73.900.545,40.712.392,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77761562322323 40.73495173132866),4,Queens,408,23,25,16,6,QN0450,NE,73 AV,195 ST,-73.777.617,4.073.496,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90434758392975 40.709304741111595),4,Queens,405,30,37,12,7,QN04500,NE,FOREST AV,GROVE ST,-73.904.349,40.709.313,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82781360663988 40.75455472879739),4,Queens,407,20,40,16,6,QN04501,NE,MAIN ST,FRANKLIN AV,-73.827.815,40.754.563,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92828757358603 40.757940731828086),4,Queens,401,26,36,59,7,QN04502,SE,35 AV,31 ST,-73.928.289,40.757.949,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7988596181995 40.70893973714742),4,Queens,408,24,29,11,5,QN04503,NE,HILLSIDE AV,164 ST,-73.798.861,40.708.948,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92880257328507 40.75834573200575),4,Queens,401,26,36,59,7,QN04504,NW,35 AV,31 ST,-73.928.804,40.758.354,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7908826232663 40.67352774369835),4,Queens,412,28,32,10,5,QN04505,NW,ROCKAWAY BLVD,147 ST,-73.790.884,40.673.536,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86089759972967 40.68455974377444),4,Queens,409,32,38,15,7,QN04506,SW,ATLANTIC AV,80 ST,-73.860.899,40.684.568,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94405956827781 40.75661173301104),4,Queens,401,26,36,59,7,QN04507,SE,40 AV,10 ST,-73.944.061,4.075.662,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93538957077158 40.76116573137943),4,Queens,401,26,36,59,7,QN04508,SE,21 ST,35 AV,-73.935.391,40.761.174,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84928060112537 40.72252373635268),4,Queens,406,29,28,15,6,QN04509,SE,YELLOWSTONE BLVD,GERARD PL,-73.849.282,40.722.532,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7809656223435 40.729015732478395),4,Queens,408,23,24,11,6,QN0451,SE,188 ST,UNION TURNPIKE,-73.780.967,40.729.024,Jamaica Estates-Holliswood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92179157545792 40.75488573270335),4,Queens,401,26,36,12,7,QN04510,SE,35 AV,STEINWAY ST,-73.921.793,40.754.894,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9223985751607 40.75534573248754),4,Queens,401,26,36,12,7,QN04511,NW,35 AV,STEINWAY ST,-739.224,40.755.354,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9255565747612 40.75682373252664),4,Queens,401,26,36,59,14,QN04512,NW,35 AV,35 ST,-73.925.558,40.756.832,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79942361284868 40.7941937203942),4,Queens,407,19,26,11,3,QN04513,NE,POWELLS COVE BLVD,162 ST,-73.799.425,40.794.202,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86769559371379 40.74202073306446),4,Queens,404,25,39,13,6,QN04514,SW,CORONA AV,JUNCTION BLVD,-73.867.697,40.742.029,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86721459400258 40.74223873279593),4,Queens,404,21,39,13,14,QN04515,NE,CORONA AV,JUNCTION BLVD,-73.867.216,40.742.247,Corona,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87493359117758 40.741655733681796),4,Queens,404,25,39,12,6,QN04516,NE,CORONA AV,90 ST,-73.874.935,40.741.664,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81901761300169 40.6917587412845),4,Queens,409,28,24,15,5,QN04517,SE,127 ST,101 AV,-73.819.019,40.691.767,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94339156977327 40.75166473391688),4,Queens,402,26,36,59,7,QN04519,SW,QUEENS PLZ SOUTH,22 ST,-73.943.393,40.751.673,Long Island City-Hunters Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88950858717595 40.739316734623145),4,Queens,404,25,30,12,6,QN04521,NE,QUEENS BLVD,74 ST,-7.388.951,40.739.325,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88256058973542 40.737494734266946),4,Queens,404,25,30,12,6,QN04522,SE,QUEENS BLVD,51 AV,-73.882.562,40.737.503,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87482159396146 40.702498741178246),4,Queens,405,30,38,15,7,QN04523,NW,MYRTLE AV,74 ST,-73.874.823,40.702.507,Glendale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89619658506358 40.7461847333856),4,Queens,402,26,30,12,6,QN04524,SE,69 ST,ROOSEVELT AV,-73.896.198,40.746.193,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8156216137705 40.689463741229474),4,Queens,410,28,24,15,5,QN04525,SW,LIBERTY AV,130 ST,-73.815.623,40.689.472,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9322375726364 40.7520647333268),4,Queens,401,26,36,59,7,QN04526,NW,NORTHERN BLVD,39 AV,-73.932.239,40.752.073,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94714056756712 40.75627873310624),4,Queens,401,26,36,59,7,QN04529,SE,41 AV,VERNON BLVD,-73.947.142,40.756.287,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91416257856824 40.75345173259341),4,Queens,401,26,37,12,7,QN04530,SE,NORTHERN BLVD,48 ST,-73.914.164,4.075.346,Sunnyside Yards (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80945462204201 40.587660761062224),4,Queens,414,32,23,10,5,QN04531,SE,ROCKAWAY BEACH BLVD,BEACH 84 ST,-73.809.456,40.587.669,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.82353761762953 40.583850762341584),4,Queens,414,32,23,10,5,QN04533,NW,ROCKAWAY BEACH BLVD,BEACH 102 ST,-73.823.539,40.583.859,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.85693459485263 40.78533172405948),4,Queens,407,19,27,11,14,QN04536,SW,110 ST,14 AV,-73.856.936,4.078.534,College Point,AE,,2
POINT (-73.81837760899161 40.76146372789656),4,Queens,407,20,40,16,6,QN04538,NW,41 AV,147 ST,-73.818.379,40.761.472,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8212326076021 40.76053672767936),4,Queens,407,20,40,16,6,QN04539,SE,41 AV,PARSONS BLVD,-73.821.234,40.760.545,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82194460764192 40.760498727643245),4,Queens,407,20,40,16,6,QN04540,NW,41 AV,PARSONS BLVD,-73.821.946,40.760.507,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83412960343267 40.77132272629448),4,Queens,407,19,27,11,14,QN04541,NW,WHITESTONE EXPWY,LINDEN PL,-73.834.131,40.771.331,College Point,AE,,2
POINT (-73.89525158667996 40.726264737355585),4,Queens,405,30,30,12,6,QN04542,NE,69 ST,GRAND AV,-73.895.253,40.726.273,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89733558525873 40.72493173756688),4,Queens,405,30,37,12,6,QN04544,NW,GRAND AV,QUEENS MIDTOWN EXPWY,-73.897.337,4.072.494,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88084758980165 40.735744734652656),4,Queens,404,25,30,12,6,QN04545,SW,GRAND AV,GOLDSMITH ST,-73.880.849,40.735.753,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.80876361279365 40.73886273202073),4,Queens,407,20,25,16,6,QN04546,NW,HORACE HARDING EXPWY,160 ST,-73.808.765,40.738.871,Queensboro Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9139775777066 40.765268730436524),4,Queens,401,22,36,59,14,QN04547,SW,STEINWAY ST,28 AV,-73.913.979,40.765.277,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91738457680827 40.761098731145026),4,Queens,401,22,36,12,14,QN04548,SW,STEINWAY ST,31 AV,-73.917.386,40.761.107,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90909158060717 40.745102733658975),4,Queens,402,26,37,12,6,QN04549,NW,ROOSEVELT AV,56 ST,-73.909.093,40.745.111,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72495463870851 40.76448372400077),4,Queens,411,19,26,11,3,QN04550,NE,HORACE HARDING EXPWY,NASSAU BLVD,-73.724.956,40.764.492,Douglaston-Little Neck,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82069760841364 40.755764728504694),4,Queens,407,20,40,16,6,QN04554,SW,BOWNE ST,BEECH AV,-73.820.699,40.755.773,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81860860884599 40.754085729249475),4,Queens,407,20,25,16,6,QN04555,NE,BOWNE ST,45 AV,-7.381.861,40.754.094,East Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82392160646727 40.75955072789927),4,Queens,407,20,40,16,6,QN04556,SW,BOWNE ST,41 AV,-73.823.923,40.759.559,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80796261135012 40.763576726380904),4,Queens,407,20,40,16,6,QN04557,SE,NORTHERN BLVD,157 ST,-73.807.964,40.763.585,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92475057569953 40.739837735254945),4,Queens,402,26,37,12,7,QN04559,SE,48 AV,40 ST,-73.924.752,40.739.846,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93392557292388 40.740898736008866),4,Queens,402,26,37,12,7,QN04560,SE,48 AV,VAN DAM ST,-73.933.927,40.740.907,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92853157431738 40.74027573538182),4,Queens,402,26,37,12,7,QN04561,SE,48 AV,37 ST,-73.928.533,40.740.284,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94568956856088 40.75046273370083),4,Queens,402,26,36,59,7,QN04563,SE,21 ST,43 AV,-73.945.691,40.750.471,Long Island City-Hunters Point,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9523025668637 40.748826734440165),4,Queens,402,26,37,59,7,QN04564,SW,VERNON BLVD,44 DR & 45 ST,-73.952.304,40.748.835,Long Island City-Hunters Point,AE,,1
POINT (-73.8068946224355 40.58788976115468),4,Queens,414,32,23,10,5,QN04566,SE,ROCKAWAY BEACH BLVD,BEACH 81 ST,-73.806.896,40.587.898,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.84784861080628 40.57611876479319),4,Queens,414,32,23,10,5,QN04567,NE,ROCKAWAY BEACH BLVD,BEACH 129 ST,-7.384.785,40.576.127,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.86499760530336 40.56883276731087),4,Queens,414,32,23,10,5,QN04568,SE,ROCKAWAY BEACH BLVD,BEACH 149 ST,-73.864.999,40.568.841,Jacob Riis Park-Fort Tilden-Breezy Point Tip,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.78142263065614 40.595175758581824),4,Queens,414,31,23,10,5,QN04569,SE,BEACH CHANNEL DR,BEACH 51 ST,-73.781.424,40.595.184,Rockaway Beach-Arverne-Edgemere,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.92952157454609 40.744157734369495),4,Queens,402,26,37,12,7,QN04572,SW,QUEENS BLVD,35 ST,-73.929.523,40.744.166,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92303957604125 40.74341073461524),4,Queens,402,26,37,12,7,QN04573,SE,QUEENS BLVD,41 ST,-73.923.041,40.743.419,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91648457871835 40.74264873504833),4,Queens,402,26,37,12,7,QN04574,SE,QUEENS BLVD,48 ST,-73.916.486,40.742.657,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81924361350316 40.67645874407135),4,Queens,410,28,31,10,5,QN04575,NE,LEFFERTS BLVD,ROCKAWAY BLVD,-73.819.245,40.676.467,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88701258600167 40.76531972948379),4,Queens,403,22,35,13,14,QN04576,NE,82 ST,ASTORIA BLVD,-73.887.014,40.765.328,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.85973259721939 40.73794273391546),4,Queens,404,21,35,13,14,QN04578,NE,99 ST,58 AV,-73.859.734,40.737.951,Corona,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91899557783852 40.73077273735335),4,Queens,402,30,37,12,7,QN04579,SE,48 ST,54 AV,-73.918.997,40.730.781,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90215558246675 40.74097173477075),4,Queens,402,26,30,12,6,QN04580,SE,QUEENS BLVD,61 ST,-73.902.157,4.074.098,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82909060683063 40.72828273464372),4,Queens,408,24,27,14,6,QN04581,SE,JEWEL AV,136 ST,-73.829.092,40.728.291,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80067761589606 40.73791773178542),4,Queens,408,24,25,16,6,QN04582,SE,HORACE HARDING EXPWY,168 ST,-73.800.679,40.737.926,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.71918864083277 40.74713072696234),4,Queens,413,23,26,11,3,QN04583,NW,LITTLE NECK PKWY,74 AV,-7.371.919,40.747.139,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79157661888198 40.7250097339083),4,Queens,408,24,25,16,5,QN04584,SW,UTOPIA PKWY,UNION TURNPIKE,-73.791.578,40.725.018,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81176461280234 40.719033735313666),4,Queens,408,24,25,14,6,QN04585,SE,UNION TURNPIKE,150 ST,-73.811.766,40.719.042,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74671963329882 40.73561473011768),4,Queens,411,23,24,11,6,QN04586,SW,UNION TURNPIKE,SPRINGFIELD BLVD,-73.746.721,40.735.623,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7920046208298 40.70639473772272),4,Queens,412,27,29,14,5,QN04587,SW,JAMAICA AV,168 ST,-73.792.006,40.706.403,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90594258382292 40.7124077397301),4,Queens,405,30,37,12,7,QN04589,SW,FOREST AV,HARMAN ST,-73.905.944,40.712.416,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7860966204488 40.74068073088232),4,Queens,408,23,25,16,6,QN0459,SE,HORACE HARDING EXPWY,188 ST,-73.786.098,40.740.689,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94158556939661 40.75503073309305),4,Queens,401,26,36,59,7,QN04590,SW,21 ST,40 AV,-73.941.587,40.755.039,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88356658883949 40.74759273276208),4,Queens,404,21,39,13,6,QN04591,SE,ROOSEVELT AV,82 ST,-73.883.568,40.747.601,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85825959727339 40.72889873511929),4,Queens,406,29,28,15,6,QN04594,NW,QUEENS BLVD,65 AV,-73.858.261,40.728.907,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94238656972794 40.75419773300452),4,Queens,401,26,36,59,7,QN04597,NW,21 ST,41 AV,-73.942.388,40.754.206,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.77565662742086 40.67363474326727),4,Queens,412,28,32,10,5,QN04598,NE,GUY BREWER BLVD,134 AV,-73.775.658,40.673.643,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77442062712392 40.68043474228722),4,Queens,412,27,32,10,5,QN04599,SE,BEDELL ST,BAISLEY BLVD,-73.774.422,40.680.443,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.76806862968597 40.676470742383366),4,Queens,412,27,32,10,5,QN04600,SE,BEDELL ST,133 AV,-7.376.807,40.676.479,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.76591863031143 40.67488174222146),4,Queens,412,28,32,10,5,QN04601,NW,BEDELL ST,134 AV,-7.376.592,4.067.489,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77325762809392 40.67945474215099),4,Queens,412,28,32,10,5,QN04602,SW,BEDELL ST,127 AV,-73.773.259,40.679.463,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77088962886356 40.67798774230519),4,Queens,412,28,32,10,5,QN04603,SE,BEDELL ST,130 AV,-73.770.891,40.677.996,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
